word,classification,confidence,reason
हूंउउउउ,INCORRECT,HIGH,Invalid: triple character repetition
फैमिलीस्,INCORRECT,HIGH,Suspicious: ends with halant
वेेजुुवान,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
सांसारिक्,INCORRECT,HIGH,Suspicious: ends with halant
कंपीटीटर्,INCORRECT,HIGH,Suspicious: ends with halant
जेेसे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
रेलटिव़्,INCORRECT,HIGH,Suspicious: ends with halant
बूमर्,INCORRECT,HIGH,Suspicious: ends with halant
शॉर्टकट्,INCORRECT,HIGH,Suspicious: ends with halant
ट्रैक्,INCORRECT,HIGH,Suspicious: ends with halant
गाँव्,INCORRECT,HIGH,Suspicious: ends with halant
गवर्,INCORRECT,HIGH,Suspicious: ends with halant
"हूँ,हम्म्,हम्म्",INCORRECT,HIGH,Suspicious: ends with halant
जादातर्,INCORRECT,HIGH,Suspicious: ends with halant
कीजिय्,INCORRECT,HIGH,Suspicious: ends with halant
फोन्,INCORRECT,HIGH,Suspicious: ends with halant
अस्तितव्,INCORRECT,HIGH,Suspicious: ends with halant
पार्क्,INCORRECT,HIGH,Suspicious: ends with halant
बुक्,INCORRECT,HIGH,Suspicious: ends with halant
स्पेक्टेक्लस्,INCORRECT,HIGH,Suspicious: ends with halant
पिक्,INCORRECT,HIGH,Suspicious: ends with halant
उममम।,INCORRECT,HIGH,Invalid: triple character repetition
ऊंंऊऊऊऊह,INCORRECT,HIGH,Invalid: triple character repetition
फ़्,INCORRECT,HIGH,Suspicious: ends with halant
अच्छाे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अच्छेो,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
जेंट्,INCORRECT,HIGH,Suspicious: ends with halant
प्रोफेसनल्,INCORRECT,HIGH,Suspicious: ends with halant
बैटस्,INCORRECT,HIGH,Suspicious: ends with halant
गौहत्,INCORRECT,HIGH,Suspicious: ends with halant
म्ममम,INCORRECT,HIGH,Invalid: triple character repetition
पोडाम्,INCORRECT,HIGH,Suspicious: ends with halant
वायश्य्,INCORRECT,HIGH,Suspicious: ends with halant
किइइइइ,INCORRECT,HIGH,Invalid: triple character repetition
तोा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ईईईई,INCORRECT,HIGH,Invalid: triple character repetition
गार्,INCORRECT,HIGH,Suspicious: ends with halant
"हहहहह,",INCORRECT,HIGH,Invalid: triple character repetition
तारक्,INCORRECT,HIGH,Suspicious: ends with halant
क्याें,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
प्लैन्,INCORRECT,HIGH,Suspicious: ends with halant
एग्,INCORRECT,HIGH,Suspicious: ends with halant
ठीी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
करभास्,INCORRECT,HIGH,Suspicious: ends with halant
फंडामेंटलस्,INCORRECT,HIGH,Suspicious: ends with halant
ऑनर्,INCORRECT,HIGH,Suspicious: ends with halant
जोश्,INCORRECT,HIGH,Suspicious: ends with halant
प्रॉब्लमस्,INCORRECT,HIGH,Suspicious: ends with halant
रीजनस्,INCORRECT,HIGH,Suspicious: ends with halant
पपपा,INCORRECT,HIGH,Invalid: triple character repetition
एक्सक्ट्,INCORRECT,HIGH,Suspicious: ends with halant
एक्सपिरियंस्,INCORRECT,HIGH,Suspicious: ends with halant
एग्जाम्,INCORRECT,HIGH,Suspicious: ends with halant
पूर्वज्,INCORRECT,HIGH,Suspicious: ends with halant
मोर्टेम्,INCORRECT,HIGH,Suspicious: ends with halant
टीमस्,INCORRECT,HIGH,Suspicious: ends with halant
पेरेंट्ट्,INCORRECT,HIGH,Suspicious: ends with halant
मीनस्,INCORRECT,HIGH,Suspicious: ends with halant
रुलस्,INCORRECT,HIGH,Suspicious: ends with halant
पेमेंट्,INCORRECT,HIGH,Suspicious: ends with halant
ओनर्,INCORRECT,HIGH,Suspicious: ends with halant
आंआआआ,INCORRECT,HIGH,Invalid: triple character repetition
सडेनली्,INCORRECT,HIGH,Suspicious: ends with halant
सूरकच्छात्,INCORRECT,HIGH,Suspicious: ends with halant
इंसांन्,INCORRECT,HIGH,Suspicious: ends with halant
बेकार्,INCORRECT,HIGH,Suspicious: ends with halant
रील्स्,INCORRECT,HIGH,Suspicious: ends with halant
वूम्,INCORRECT,HIGH,Suspicious: ends with halant
टूलिट्,INCORRECT,HIGH,Suspicious: ends with halant
ड्रेशप्,INCORRECT,HIGH,Suspicious: ends with halant
पियोर्,INCORRECT,HIGH,Suspicious: ends with halant
नेक्स्ट्,INCORRECT,HIGH,Suspicious: ends with halant
नेेशहाल,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
सुदुर्,INCORRECT,HIGH,Suspicious: ends with halant
रिमिक्,INCORRECT,HIGH,Suspicious: ends with halant
"क्योंकि,.इइइइइ.",INCORRECT,HIGH,Invalid: triple character repetition
पस्न्,INCORRECT,HIGH,Suspicious: ends with halant
जाेब,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ट्वेल्व़्,INCORRECT,HIGH,Suspicious: ends with halant
बगैरह्,INCORRECT,HIGH,Suspicious: ends with halant
भोजपुरी।मान्,INCORRECT,HIGH,Suspicious: ends with halant
रहाे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
जिन्होेंने,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बहोह्,INCORRECT,HIGH,Suspicious: ends with halant
हुुआ,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
महाराष्टीरियन्,INCORRECT,HIGH,Suspicious: ends with halant
भव्,INCORRECT,HIGH,Suspicious: ends with halant
तरफ्,INCORRECT,HIGH,Suspicious: ends with halant
फेेट,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
मप्,INCORRECT,HIGH,Suspicious: ends with halant
लावारीश्,INCORRECT,HIGH,Suspicious: ends with halant
सान्त्,INCORRECT,HIGH,Suspicious: ends with halant
अक्सर्,INCORRECT,HIGH,Suspicious: ends with halant
फैसन्,INCORRECT,HIGH,Suspicious: ends with halant
उड़ातेी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ड्रीम्,INCORRECT,HIGH,Suspicious: ends with halant
पड़ेगाा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
स्टोल्,INCORRECT,HIGH,Suspicious: ends with halant
अविस्,INCORRECT,HIGH,Suspicious: ends with halant
हमन्,INCORRECT,HIGH,Suspicious: ends with halant
रील्,INCORRECT,HIGH,Suspicious: ends with halant
आधिकतर्,INCORRECT,HIGH,Suspicious: ends with halant
कोंशियस्,INCORRECT,HIGH,Suspicious: ends with halant
छह्,INCORRECT,HIGH,Suspicious: ends with halant
देेखा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
चचच,INCORRECT,HIGH,Invalid: triple character repetition
येे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हाऊर्,INCORRECT,HIGH,Suspicious: ends with halant
वाेब,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हाेगी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
निकल्,INCORRECT,HIGH,Suspicious: ends with halant
तकलीफ्,INCORRECT,HIGH,Suspicious: ends with halant
पीठ्,INCORRECT,HIGH,Suspicious: ends with halant
जीप्,INCORRECT,HIGH,Suspicious: ends with halant
हहहए,INCORRECT,HIGH,Invalid: triple character repetition
ऑल्मोस्,INCORRECT,HIGH,Suspicious: ends with halant
हूँओओओ,INCORRECT,HIGH,Invalid: triple character repetition
जी्,INCORRECT,HIGH,Suspicious: ends with halant
मॉडलस्,INCORRECT,HIGH,Suspicious: ends with halant
कोैन,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ओत्,INCORRECT,HIGH,Suspicious: ends with halant
बससस,INCORRECT,HIGH,Invalid: triple character repetition
इट्,INCORRECT,HIGH,Suspicious: ends with halant
शहर्,INCORRECT,HIGH,Suspicious: ends with halant
धीर्य्,INCORRECT,HIGH,Suspicious: ends with halant
कॉलस्,INCORRECT,HIGH,Suspicious: ends with halant
चैट्स्,INCORRECT,HIGH,Suspicious: ends with halant
जैेसे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
वउत्,INCORRECT,HIGH,Suspicious: ends with halant
सद्दन्,INCORRECT,HIGH,Suspicious: ends with halant
संवदित्,INCORRECT,HIGH,Suspicious: ends with halant
मसल्,INCORRECT,HIGH,Suspicious: ends with halant
क्याेंकि,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
कनेक्,INCORRECT,HIGH,Suspicious: ends with halant
साेनपापड़ी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ठस्,INCORRECT,HIGH,Suspicious: ends with halant
वर्,INCORRECT,HIGH,Suspicious: ends with halant
"मम्ममम,",INCORRECT,HIGH,Invalid: triple character repetition
त्यौहार्,INCORRECT,HIGH,Suspicious: ends with halant
आआआआ।,INCORRECT,HIGH,Invalid: triple character repetition
लाइट्,INCORRECT,HIGH,Suspicious: ends with halant
हिन्ह्,INCORRECT,HIGH,Suspicious: ends with halant
अलर्,INCORRECT,HIGH,Suspicious: ends with halant
क्लोिमीटर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ब्राउनिस्,INCORRECT,HIGH,Suspicious: ends with halant
सौम्,INCORRECT,HIGH,Suspicious: ends with halant
इन्ट्रेस्,INCORRECT,HIGH,Suspicious: ends with halant
हैैं,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हूँममम्ममम,INCORRECT,HIGH,Invalid: triple character repetition
वीक्,INCORRECT,HIGH,Suspicious: ends with halant
पाचस्,INCORRECT,HIGH,Suspicious: ends with halant
लेग्वेज्,INCORRECT,HIGH,Suspicious: ends with halant
टेक्सीस्,INCORRECT,HIGH,Suspicious: ends with halant
अगेंस्,INCORRECT,HIGH,Suspicious: ends with halant
इलेक्ट्,INCORRECT,HIGH,Suspicious: ends with halant
तोेौर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अंह्ह्,INCORRECT,HIGH,Suspicious: ends with halant
भी्,INCORRECT,HIGH,Suspicious: ends with halant
हुउउउउ,INCORRECT,HIGH,Invalid: triple character repetition
ए्,INCORRECT,HIGH,Suspicious: ends with halant
फ्रेण्ड्,INCORRECT,HIGH,Suspicious: ends with halant
रेस्ट्,INCORRECT,HIGH,Suspicious: ends with halant
ब्याह्,INCORRECT,HIGH,Suspicious: ends with halant
सनसेट्,INCORRECT,HIGH,Suspicious: ends with halant
लछ्,INCORRECT,HIGH,Suspicious: ends with halant
बाेलता,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
टुूयुब,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
एंजीनियरस्,INCORRECT,HIGH,Suspicious: ends with halant
पार्टिसिपेट्,INCORRECT,HIGH,Suspicious: ends with halant
स्वास्,INCORRECT,HIGH,Suspicious: ends with halant
मल्,INCORRECT,HIGH,Suspicious: ends with halant
पन्द्रह्,INCORRECT,HIGH,Suspicious: ends with halant
स्पेंड्,INCORRECT,HIGH,Suspicious: ends with halant
गोल्,INCORRECT,HIGH,Suspicious: ends with halant
नेबर्,INCORRECT,HIGH,Suspicious: ends with halant
युुवा,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
परंम्परिक्,INCORRECT,HIGH,Suspicious: ends with halant
हंह्म्म्,INCORRECT,HIGH,Suspicious: ends with halant
दीक्,INCORRECT,HIGH,Suspicious: ends with halant
लैंग्,INCORRECT,HIGH,Suspicious: ends with halant
पाठ्,INCORRECT,HIGH,Suspicious: ends with halant
थेैंक्यु,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ट्रिट्,INCORRECT,HIGH,Suspicious: ends with halant
प्राोरिटी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
अस्त्,INCORRECT,HIGH,Suspicious: ends with halant
कोर्,INCORRECT,HIGH,Suspicious: ends with halant
बद्,INCORRECT,HIGH,Suspicious: ends with halant
गुुडडे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
स्वस्थ्,INCORRECT,HIGH,Suspicious: ends with halant
ओर्,INCORRECT,HIGH,Suspicious: ends with halant
ब्लॉकस्,INCORRECT,HIGH,Suspicious: ends with halant
एकाेडिंग,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
कार्ड्,INCORRECT,HIGH,Suspicious: ends with halant
कब्,INCORRECT,HIGH,Suspicious: ends with halant
यीईईईई,INCORRECT,HIGH,Invalid: triple character repetition
भाेजन,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पैैर,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बोलएि,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
शिक्,INCORRECT,HIGH,Suspicious: ends with halant
अरेस्,INCORRECT,HIGH,Suspicious: ends with halant
खुुजाई,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
महकेंगेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
सीमित्,INCORRECT,HIGH,Suspicious: ends with halant
औेर,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
बल्ब्,INCORRECT,HIGH,Suspicious: ends with halant
"थी,हहहह",INCORRECT,HIGH,Invalid: triple character repetition
ब्रदर्,INCORRECT,HIGH,Suspicious: ends with halant
",हमममहह",INCORRECT,HIGH,Invalid: triple character repetition
हाहहह,INCORRECT,HIGH,Invalid: triple character repetition
कैंपस्,INCORRECT,HIGH,Suspicious: ends with halant
तक्रिबंन्,INCORRECT,HIGH,Suspicious: ends with halant
कभार्,INCORRECT,HIGH,Suspicious: ends with halant
कॉर्रेक्,INCORRECT,HIGH,Suspicious: ends with halant
",उम्",INCORRECT,HIGH,Suspicious: ends with halant
धम्,INCORRECT,HIGH,Suspicious: ends with halant
समटाइम्,INCORRECT,HIGH,Suspicious: ends with halant
भक्,INCORRECT,HIGH,Suspicious: ends with halant
स्टाफ्,INCORRECT,HIGH,Suspicious: ends with halant
वॉर्स्,INCORRECT,HIGH,Suspicious: ends with halant
डिवोस्,INCORRECT,HIGH,Suspicious: ends with halant
मुंबई्,INCORRECT,HIGH,Suspicious: ends with halant
हट्,INCORRECT,HIGH,Suspicious: ends with halant
रामचंद्,INCORRECT,HIGH,Suspicious: ends with halant
पे्,INCORRECT,HIGH,Suspicious: ends with halant
बैैल,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
मस्ट्,INCORRECT,HIGH,Suspicious: ends with halant
शशशह,INCORRECT,HIGH,Invalid: triple character repetition
त्त्,INCORRECT,HIGH,Suspicious: ends with halant
साठ्,INCORRECT,HIGH,Suspicious: ends with halant
रबर्,INCORRECT,HIGH,Suspicious: ends with halant
अनुशासन्,INCORRECT,HIGH,Suspicious: ends with halant
मैैम.आप,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
जम्,INCORRECT,HIGH,Suspicious: ends with halant
हहहह!,INCORRECT,HIGH,Invalid: triple character repetition
समाधान्,INCORRECT,HIGH,Suspicious: ends with halant
बहोधत्,INCORRECT,HIGH,Suspicious: ends with halant
इइइसमें,INCORRECT,HIGH,Invalid: triple character repetition
टवैैलथ,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ट्टवेल्,INCORRECT,HIGH,Suspicious: ends with halant
इन्व़ाइरन्मन्ट्,INCORRECT,HIGH,Suspicious: ends with halant
आएंग्,INCORRECT,HIGH,Suspicious: ends with halant
लाश्,INCORRECT,HIGH,Suspicious: ends with halant
मुच्,INCORRECT,HIGH,Suspicious: ends with halant
उससे...,INCORRECT,HIGH,Invalid: triple character repetition
जाएगा...,INCORRECT,HIGH,Invalid: triple character repetition
ज़्,INCORRECT,HIGH,Suspicious: ends with halant
हालााँकि,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
एकदम...,INCORRECT,HIGH,Invalid: triple character repetition
गुड़गाँव्,INCORRECT,HIGH,Suspicious: ends with halant
माेमडन,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
कस्,INCORRECT,HIGH,Suspicious: ends with halant
क्लसससेस,INCORRECT,HIGH,Invalid: triple character repetition
एचार्,INCORRECT,HIGH,Suspicious: ends with halant
हम्म...आज,INCORRECT,HIGH,Invalid: triple character repetition
कार्टून्,INCORRECT,HIGH,Suspicious: ends with halant
आदतें....भई,INCORRECT,HIGH,Invalid: triple character repetition
अपना...,INCORRECT,HIGH,Invalid: triple character repetition
गुलाब्,INCORRECT,HIGH,Suspicious: ends with halant
झेी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बजह्,INCORRECT,HIGH,Suspicious: ends with halant
हम्मस्,INCORRECT,HIGH,Suspicious: ends with halant
और...अहह...प्राउड,INCORRECT,HIGH,Invalid: triple character repetition
एब्यूसिव्,INCORRECT,HIGH,Suspicious: ends with halant
जानबूझ्,INCORRECT,HIGH,Suspicious: ends with halant
लोस्,INCORRECT,HIGH,Suspicious: ends with halant
मेरा...,INCORRECT,HIGH,Invalid: triple character repetition
ओहो...दुसरी,INCORRECT,HIGH,Invalid: triple character repetition
एंटीक्,INCORRECT,HIGH,Suspicious: ends with halant
कन्,INCORRECT,HIGH,Suspicious: ends with halant
इंटिक्,INCORRECT,HIGH,Suspicious: ends with halant
जनरलीअब्,INCORRECT,HIGH,Suspicious: ends with halant
यूज्,INCORRECT,HIGH,Suspicious: ends with halant
जीईई...,INCORRECT,HIGH,Invalid: triple character repetition
शुभ्,INCORRECT,HIGH,Suspicious: ends with halant
जी....हाँ,INCORRECT,HIGH,Invalid: triple character repetition
हह....हम्म,INCORRECT,HIGH,Invalid: triple character repetition
हुो,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
फ़ोड़ा...,INCORRECT,HIGH,Invalid: triple character repetition
असर्,INCORRECT,HIGH,Suspicious: ends with halant
नाश्,INCORRECT,HIGH,Suspicious: ends with halant
अल्फाबेट्,INCORRECT,HIGH,Suspicious: ends with halant
अहह....रख,INCORRECT,HIGH,Invalid: triple character repetition
बिना...,INCORRECT,HIGH,Invalid: triple character repetition
वोस्,INCORRECT,HIGH,Suspicious: ends with halant
ओके.....ओके,INCORRECT,HIGH,Invalid: triple character repetition
राेडो,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
हांजी.....हांजी।,INCORRECT,HIGH,Invalid: triple character repetition
गीता...,INCORRECT,HIGH,Invalid: triple character repetition
आजाएगा।....,INCORRECT,HIGH,Invalid: triple character repetition
ह्म्म....ह्म्म,INCORRECT,HIGH,Invalid: triple character repetition
पानी...,INCORRECT,HIGH,Invalid: triple character repetition
गया...जी,INCORRECT,HIGH,Invalid: triple character repetition
पतासे...,INCORRECT,HIGH,Invalid: triple character repetition
मेलेों,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
वर्कस्,INCORRECT,HIGH,Suspicious: ends with halant
मीडिया...,INCORRECT,HIGH,Invalid: triple character repetition
इसकम्,INCORRECT,HIGH,Suspicious: ends with halant
राय्,INCORRECT,HIGH,Suspicious: ends with halant
शिक्षक...,INCORRECT,HIGH,Invalid: triple character repetition
हाँ...बात,INCORRECT,HIGH,Invalid: triple character repetition
उसके...,INCORRECT,HIGH,Invalid: triple character repetition
हेलो....हां,INCORRECT,HIGH,Invalid: triple character repetition
बेटा...।,INCORRECT,HIGH,Invalid: triple character repetition
दोनों...।,INCORRECT,HIGH,Invalid: triple character repetition
हाल्,INCORRECT,HIGH,Suspicious: ends with halant
इसलिए....बोलते,INCORRECT,HIGH,Invalid: triple character repetition
समान्,INCORRECT,HIGH,Suspicious: ends with halant
एक्सपोर्,INCORRECT,HIGH,Suspicious: ends with halant
एक्सपीरियनस्,INCORRECT,HIGH,Suspicious: ends with halant
कितनी...,INCORRECT,HIGH,Invalid: triple character repetition
कैज़ुअल्,INCORRECT,HIGH,Suspicious: ends with halant
अऽऽऽ,INCORRECT,HIGH,Invalid: triple character repetition
प्राेड,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
बुजूर...,INCORRECT,HIGH,Invalid: triple character repetition
छुुल,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पिठ्,INCORRECT,HIGH,Suspicious: ends with halant
सौमनात्,INCORRECT,HIGH,Suspicious: ends with halant
हुंम...,INCORRECT,HIGH,Invalid: triple character repetition
हीं...मतलब,INCORRECT,HIGH,Invalid: triple character repetition
ऐं...मेरे,INCORRECT,HIGH,Invalid: triple character repetition
हाँ...जैसे,INCORRECT,HIGH,Invalid: triple character repetition
मैै,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
चंचन्,INCORRECT,HIGH,Suspicious: ends with halant
लाइकस्,INCORRECT,HIGH,Suspicious: ends with halant
आॉफ,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
जानाे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ोथेरविसे,INCORRECT,HIGH,Invalid: starts with vowel sign / nasal
क्योंकि....अहह,INCORRECT,HIGH,Invalid: triple character repetition
मेेकअप,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
क्यारम्,INCORRECT,HIGH,Suspicious: ends with halant
अेसर,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
पुूरी,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
गयाे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
नौकरी...,INCORRECT,HIGH,Invalid: triple character repetition
एससस्टी,INCORRECT,HIGH,Invalid: triple character repetition
हम्म....दोस्त,INCORRECT,HIGH,Invalid: triple character repetition
कितना...,INCORRECT,HIGH,Invalid: triple character repetition
कॉन्फिडेंटस्,INCORRECT,HIGH,Suspicious: ends with halant
खोिए,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
मिलाग...,INCORRECT,HIGH,Invalid: triple character repetition
प्रोडक्ट्,INCORRECT,HIGH,Suspicious: ends with halant
ह्ह्ह्ह्ह्,INCORRECT,HIGH,Suspicious: ends with halant
कभी...हाँ,INCORRECT,HIGH,Invalid: triple character repetition
होेतिए,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पूरा...,INCORRECT,HIGH,Invalid: triple character repetition
डिजाइंस्,INCORRECT,HIGH,Suspicious: ends with halant
ना...हाँ...तो,INCORRECT,HIGH,Invalid: triple character repetition
आप...अहह...ऐसा,INCORRECT,HIGH,Invalid: triple character repetition
तृप्,INCORRECT,HIGH,Suspicious: ends with halant
हाँ...वही,INCORRECT,HIGH,Invalid: triple character repetition
हां.....बोलिए,INCORRECT,HIGH,Invalid: triple character repetition
है...नहीं,INCORRECT,HIGH,Invalid: triple character repetition
अच्छे...उसके...,INCORRECT,HIGH,Invalid: triple character repetition
तेहवार्,INCORRECT,HIGH,Suspicious: ends with halant
टोपिक्,INCORRECT,HIGH,Suspicious: ends with halant
सररर.,INCORRECT,HIGH,Invalid: triple character repetition
सरररर.,INCORRECT,HIGH,Invalid: triple character repetition
लोग...जैसे,INCORRECT,HIGH,Invalid: triple character repetition
हाँ...और,INCORRECT,HIGH,Invalid: triple character repetition
जल्दी...,INCORRECT,HIGH,Invalid: triple character repetition
लाभान्,INCORRECT,HIGH,Suspicious: ends with halant
स्नीकर्,INCORRECT,HIGH,Suspicious: ends with halant
हां...वही,INCORRECT,HIGH,Invalid: triple character repetition
एडवेंचर्सस्,INCORRECT,HIGH,Suspicious: ends with halant
मेन्टेंन्,INCORRECT,HIGH,Suspicious: ends with halant
भी....गुजिया,INCORRECT,HIGH,Invalid: triple character repetition
हहहहे,INCORRECT,HIGH,Invalid: triple character repetition
गोर्मेंट्,INCORRECT,HIGH,Suspicious: ends with halant
साथ्,INCORRECT,HIGH,Suspicious: ends with halant
बॉम्,INCORRECT,HIGH,Suspicious: ends with halant
ओअअअ,INCORRECT,HIGH,Invalid: triple character repetition
जोिंद,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
पिर्,INCORRECT,HIGH,Suspicious: ends with halant
ओओओ,INCORRECT,HIGH,Invalid: triple character repetition
करेगा....हूहु...आह...तो,INCORRECT,HIGH,Invalid: triple character repetition
ऐस्,INCORRECT,HIGH,Suspicious: ends with halant
कीईईईईईई,INCORRECT,HIGH,Invalid: triple character repetition
बेस्टफ्रेंड्,INCORRECT,HIGH,Suspicious: ends with halant
होलिडेस्,INCORRECT,HIGH,Suspicious: ends with halant
ट्रैकिंग्,INCORRECT,HIGH,Suspicious: ends with halant
शेयर्,INCORRECT,HIGH,Suspicious: ends with halant
अपनी....।,INCORRECT,HIGH,Invalid: triple character repetition
वनलिवन्,INCORRECT,HIGH,Suspicious: ends with halant
उनीक्,INCORRECT,HIGH,Suspicious: ends with halant
इंग्,INCORRECT,HIGH,Suspicious: ends with halant
ज़्यादा...,INCORRECT,HIGH,Invalid: triple character repetition
चीज...।,INCORRECT,HIGH,Invalid: triple character repetition
टाइग्,INCORRECT,HIGH,Suspicious: ends with halant
ऐसे...अ,INCORRECT,HIGH,Invalid: triple character repetition
मोस्,INCORRECT,HIGH,Suspicious: ends with halant
हाँजी....बिल्कुल,INCORRECT,HIGH,Invalid: triple character repetition
मॉन्ˈटॉश़्,INCORRECT,HIGH,Suspicious: ends with halant
स्वाद्,INCORRECT,HIGH,Suspicious: ends with halant
इंतिजार...,INCORRECT,HIGH,Invalid: triple character repetition
सेक़्,INCORRECT,HIGH,Suspicious: ends with halant
टाइम...,INCORRECT,HIGH,Invalid: triple character repetition
जेंन्स्,INCORRECT,HIGH,Suspicious: ends with halant
याद्,INCORRECT,HIGH,Suspicious: ends with halant
है।।।,INCORRECT,HIGH,Invalid: triple character repetition
उनक्,INCORRECT,HIGH,Suspicious: ends with halant
गुुर्भ,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
सकतेे।,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
आहहहहह,INCORRECT,HIGH,Invalid: triple character repetition
फिदूर्,INCORRECT,HIGH,Suspicious: ends with halant
ंक्रेज,INCORRECT,HIGH,Invalid: starts with vowel sign / nasal
गिडेलिनेस्,INCORRECT,HIGH,Suspicious: ends with halant
एक्साक्ट्,INCORRECT,HIGH,Suspicious: ends with halant
मी...हम्म,INCORRECT,HIGH,Invalid: triple character repetition
पैतालिस्,INCORRECT,HIGH,Suspicious: ends with halant
मजनू्,INCORRECT,HIGH,Suspicious: ends with halant
ट्रक्,INCORRECT,HIGH,Suspicious: ends with halant
बाहर्,INCORRECT,HIGH,Suspicious: ends with halant
इतना...,INCORRECT,HIGH,Invalid: triple character repetition
धन्यवाद....,INCORRECT,HIGH,Invalid: triple character repetition
आपके...,INCORRECT,HIGH,Invalid: triple character repetition
ग्यारह...,INCORRECT,HIGH,Invalid: triple character repetition
आह...हुम,INCORRECT,HIGH,Invalid: triple character repetition
आॉफिसेस,INCORRECT,HIGH,Invalid: vowel sign after independent vowel
औ...बताइए,INCORRECT,HIGH,Invalid: triple character repetition
ऊह...जी,INCORRECT,HIGH,Invalid: triple character repetition
ज़गह्,INCORRECT,HIGH,Suspicious: ends with halant
लड़कीों,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
ब्लैंक.....,INCORRECT,HIGH,Invalid: triple character repetition
वेे,INCORRECT,HIGH,Invalid: repeated matra (ाा / ीी / etc.)
